Flight_ID,Airline,Source_Airport,Destination_Airport,Departure_Time,Departure_Period,Arrival_Time,Arrival_Period,Duration,Distance_km,Aircraft_Type,Ticket_Price_PKR,Delay_Minutes,Status,Airline_Frequency
PI916,FlyJinnah,LHE,PEW,2025-10-26 14:48,Afternoon,2025-10-26 16:13,Afternoon,2h 6m,1153,Airbus A321,20738,15,Cancelled,257
FL409,FlyJinnah,LHE,SKZ,2025-10-22 17:26,Evening,2025-10-22 18:44,Evening,2h 45m,901,Airbus A320,47337,60,On-Time,257
AI542,FlyJinnah,PEW,KHI,2025-10-06 21:25,Night,2025-10-07 00:11,Night,1h 5m,1485,Boeing 737,30567,5,Delayed,257
AI371,AirBlue,UET,ISB,2025-10-06 02:13,Night,2025-10-06 06:25,Morning,4h 2m,460,Boeing 737,52920,60,On-Time,290
AI689,AirBlue,MUX,LYP,2025-10-17 22:25,Night,2025-10-18 02:17,Night,4h 3m,813,Airbus A320,39810,0,On-Time,290
AI695,SereneAir,UET,LYP,2025-10-10 07:10,Morning,2025-10-10 10:59,Morning,2h 26m,796,Boeing 737,11837,0,Cancelled,244
PI737,AirSial,UET,LHE,2025-10-28 14:45,Afternoon,2025-10-28 19:21,Evening,4h 16m,1492,Airbus A320,44703,0,Cancelled,280
PI652,SereneAir,LYP,SKZ,2025-10-12 00:26,Night,2025-10-12 02:00,Night,1h 29m,696,Airbus A321,20424,0,On-Time,244
SE328,PIA,PEW,KHI,2025-10-30 07:23,Morning,2025-10-30 10:51,Morning,3h 32m,1423,Airbus A321,46002,15,Cancelled,240
FL807,SereneAir,MUX,ISB,2025-10-08 22:52,Night,2025-10-09 03:30,Night,3h 54m,847,Boeing 737,52556,30,On-Time,244
SE915,AirSial,PEW,ISB,2025-10-09 07:31,Morning,2025-10-09 10:50,Morning,3h 26m,795,Airbus A321,18873,0,Delayed,280
AI272,AirSial,SKZ,PEW,2025-10-27 09:29,Morning,2025-10-27 12:00,Afternoon,1h 32m,628,Airbus A320,12175,15,On-Time,280
AI639,AirBlue,ISB,SKZ,2025-10-06 09:18,Morning,2025-10-06 11:04,Morning,2h 17m,723,Airbus A320,25425,15,Delayed,290
AI942,FlyJinnah,PEW,MUX,2025-10-19 12:48,Afternoon,2025-10-19 15:29,Afternoon,3h 4m,1399,Airbus A320,19951,60,Cancelled,257
AI527,AirBlue,UET,LHE,2025-10-14 02:57,Night,2025-10-14 07:34,Morning,1h 42m,1046,Boeing 737,14743,5,Cancelled,290
PI897,PIA,SKZ,PEW,2025-10-28 12:52,Afternoon,2025-10-28 16:18,Afternoon,4h 57m,1305,ATR 72,38963,15,Delayed,240
AI745,AirSial,LYP,SKZ,2025-10-29 05:23,Morning,2025-10-29 08:43,Morning,4h 15m,381,Boeing 737,14410,0,On-Time,280
PI258,AirBlue,KHI,LHE,2025-10-06 10:03,Morning,2025-10-06 11:50,Morning,2h 34m,358,Boeing 737,46367,30,On-Time,290
SE202,AirSial,UET,KHI,2025-10-07 08:07,Morning,2025-10-07 09:37,Morning,2h 37m,719,ATR 72,33725,5,On-Time,280
AI971,FlyJinnah,KHI,SKZ,2025-10-21 04:36,Night,2025-10-21 08:50,Morning,4h 52m,463,ATR 72,30575,30,Cancelled,257
AI584,FlyJinnah,LHE,LYP,2025-10-07 03:29,Night,2025-10-07 06:05,Morning,2h 55m,748,Boeing 737,35654,60,On-Time,257
AI607,PIA,MUX,LYP,2025-10-18 20:59,Evening,2025-10-19 01:57,Night,2h 15m,1179,Airbus A321,23715,15,Cancelled,240
AI652,AirBlue,MUX,ISB,2025-10-13 06:57,Morning,2025-10-13 10:57,Morning,2h 59m,378,ATR 72,50327,30,Cancelled,290
FL690,SereneAir,PEW,ISB,2025-10-12 05:48,Morning,2025-10-12 10:21,Morning,1h 49m,827,Airbus A321,37981,120,On-Time,244
FL166,AirSial,KHI,LHE,2025-10-26 18:39,Evening,2025-10-26 20:01,Evening,4h 32m,1474,Airbus A321,39816,5,On-Time,280
PI679,FlyJinnah,PEW,LYP,2025-10-25 16:22,Afternoon,2025-10-25 19:55,Evening,4h 39m,1075,Boeing 737,21669,15,On-Time,257
AI162,AirSial,PEW,UET,2025-10-05 19:56,Evening,2025-10-05 21:15,Night,4h 1m,1066,ATR 72,37008,15,Cancelled,280
PI314,FlyJinnah,MUX,KHI,2025-10-22 02:46,Night,2025-10-22 07:27,Morning,1h 8m,936,ATR 72,17815,15,Cancelled,257
AI444,SereneAir,SKZ,MUX,2025-10-27 14:24,Afternoon,2025-10-27 17:47,Evening,3h 30m,623,Boeing 737,10218,15,Cancelled,244
AI383,AirSial,ISB,LYP,2025-10-27 06:15,Morning,2025-10-27 11:13,Morning,2h 30m,367,Airbus A321,42167,60,On-Time,280
FL395,PIA,SKZ,ISB,2025-10-01 11:04,Morning,2025-10-01 13:32,Afternoon,4h 17m,499,ATR 72,52362,15,On-Time,240
FL495,PIA,LYP,PEW,2025-10-21 15:25,Afternoon,2025-10-21 17:18,Evening,4h 29m,797,Boeing 737,32390,15,On-Time,240
AI108,AirSial,LHE,KHI,2025-10-20 23:17,Night,2025-10-21 02:45,Night,4h 12m,1472,Airbus A320,41411,0,Delayed,280
AI366,PIA,MUX,PEW,2025-10-22 15:35,Afternoon,2025-10-22 20:10,Evening,2h 19m,898,Airbus A321,20295,30,Cancelled,240
AI586,SereneAir,LHE,MUX,2025-10-22 21:52,Night,2025-10-23 00:15,Night,2h 21m,1387,Airbus A321,23562,15,Delayed,244
AI722,AirSial,MUX,LYP,2025-10-18 20:51,Evening,2025-10-18 22:38,Night,2h 43m,556,Airbus A320,34411,15,Cancelled,280
PI686,FlyJinnah,KHI,LYP,2025-10-16 06:51,Morning,2025-10-16 10:33,Morning,2h 0m,751,Airbus A320,42348,15,On-Time,257
PI257,FlyJinnah,SKZ,KHI,2025-10-08 03:25,Night,2025-10-08 05:22,Morning,1h 10m,941,Airbus A321,15671,120,On-Time,257
PI752,AirSial,ISB,UET,2025-10-14 15:01,Afternoon,2025-10-14 18:33,Evening,1h 57m,1455,Airbus A320,43438,120,Delayed,280
PI734,SereneAir,ISB,SKZ,2025-10-05 23:58,Night,2025-10-06 01:42,Night,3h 11m,730,Airbus A320,35682,120,On-Time,244
SE833,FlyJinnah,MUX,LYP,2025-10-10 23:42,Night,2025-10-11 03:15,Night,1h 47m,1060,Boeing 737,15589,5,Cancelled,257
FL621,SereneAir,LYP,SKZ,2025-10-21 15:42,Afternoon,2025-10-21 17:57,Evening,1h 56m,1051,Airbus A321,29605,120,Delayed,244
AI348,SereneAir,LYP,LHE,2025-10-11 16:13,Afternoon,2025-10-11 18:46,Evening,3h 2m,416,Airbus A320,27295,30,Delayed,244
SE152,AirSial,SKZ,LYP,2025-10-21 07:37,Morning,2025-10-21 11:21,Morning,2h 37m,1250,Boeing 737,39775,0,On-Time,280
SE120,AirBlue,SKZ,ISB,2025-10-23 06:41,Morning,2025-10-23 10:24,Morning,4h 54m,1065,Airbus A320,46295,120,Cancelled,290
FL963,SereneAir,KHI,PEW,2025-10-18 03:03,Night,2025-10-18 04:46,Night,3h 19m,597,Airbus A320,33542,15,Cancelled,244
AI721,AirSial,PEW,LHE,2025-10-18 00:44,Night,2025-10-18 03:14,Night,1h 54m,340,Boeing 737,33022,15,Cancelled,280
FL416,SereneAir,UET,SKZ,2025-10-06 10:26,Morning,2025-10-06 11:27,Morning,4h 33m,1176,ATR 72,23518,15,Delayed,244
AI678,FlyJinnah,ISB,LYP,2025-10-11 21:52,Night,2025-10-11 23:52,Night,1h 40m,812,Airbus A321,41268,120,Delayed,257
PI833,FlyJinnah,UET,LYP,2025-10-29 06:11,Morning,2025-10-29 11:02,Morning,2h 16m,799,ATR 72,43003,30,Cancelled,257
FL642,SereneAir,MUX,KHI,2025-10-02 18:09,Evening,2025-10-02 21:59,Night,3h 50m,1347,ATR 72,32252,0,On-Time,244
AI905,AirSial,LYP,LHE,2025-10-22 23:05,Night,2025-10-23 03:54,Night,1h 27m,809,ATR 72,51483,15,On-Time,280
AI736,PIA,KHI,UET,2025-10-19 14:02,Afternoon,2025-10-19 16:30,Afternoon,3h 59m,889,Airbus A320,45027,30,Delayed,240
AI861,AirSial,LYP,UET,2025-10-12 00:23,Night,2025-10-12 04:21,Night,1h 42m,1387,Boeing 737,29446,5,On-Time,280
AI392,FlyJinnah,LYP,PEW,2025-10-18 21:25,Night,2025-10-19 00:55,Night,4h 35m,1159,ATR 72,54001,5,Cancelled,257
AI492,SereneAir,SKZ,UET,2025-10-26 20:17,Evening,2025-10-27 00:05,Night,4h 11m,774,ATR 72,12298,15,On-Time,244
SE996,FlyJinnah,UET,KHI,2025-10-15 01:13,Night,2025-10-15 03:39,Night,1h 0m,982,Boeing 737,46992,30,Delayed,257
AI488,FlyJinnah,UET,LYP,2025-10-18 18:43,Evening,2025-10-18 21:19,Night,4h 53m,848,Boeing 737,30540,0,On-Time,257
AI464,SereneAir,LYP,KHI,2025-10-03 08:09,Morning,2025-10-03 11:07,Morning,2h 30m,837,ATR 72,25201,15,Cancelled,244
FL186,AirSial,KHI,ISB,2025-10-03 20:42,Evening,2025-10-03 23:43,Night,3h 37m,732,Airbus A320,50076,0,Delayed,280
SE652,AirSial,ISB,UET,2025-10-05 12:47,Afternoon,2025-10-05 15:43,Afternoon,2h 33m,1259,ATR 72,29081,0,Delayed,280
FL797,AirBlue,KHI,LHE,2025-10-08 03:02,Night,2025-10-08 06:23,Morning,4h 17m,1444,Airbus A321,54107,30,Delayed,290
FL825,AirSial,LYP,MUX,2025-10-19 20:00,Evening,2025-10-20 00:41,Night,4h 38m,1363,ATR 72,11536,30,On-Time,280
FL140,PIA,MUX,SKZ,2025-10-02 14:33,Afternoon,2025-10-02 19:14,Evening,4h 55m,1238,Airbus A321,17656,5,On-Time,240
AI731,AirBlue,UET,ISB,2025-10-13 15:07,Afternoon,2025-10-13 19:32,Evening,1h 7m,1352,Airbus A321,37037,0,Cancelled,290
FL452,AirBlue,PEW,LHE,2025-10-26 00:38,Night,2025-10-26 04:40,Night,2h 44m,915,Airbus A320,43434,5,Delayed,290
SE237,AirSial,UET,LHE,2025-10-27 00:40,Night,2025-10-27 04:36,Night,1h 36m,511,Airbus A321,48803,5,Delayed,280
AI490,FlyJinnah,LYP,ISB,2025-10-12 20:50,Evening,2025-10-13 00:05,Night,1h 25m,932,Airbus A321,31920,5,Delayed,257
AI884,SereneAir,SKZ,ISB,2025-10-08 08:12,Morning,2025-10-08 10:25,Morning,2h 49m,832,Airbus A321,54316,60,Cancelled,244
AI485,SereneAir,KHI,ISB,2025-10-29 07:49,Morning,2025-10-29 12:14,Afternoon,2h 37m,1019,Airbus A321,30694,30,On-Time,244
AI585,PIA,PEW,LHE,2025-10-06 21:16,Night,2025-10-07 00:45,Night,3h 43m,1444,Airbus A321,12043,0,Cancelled,240
FL791,PIA,UET,ISB,2025-10-11 22:48,Night,2025-10-12 02:54,Night,4h 16m,1302,ATR 72,42872,30,On-Time,240
AI312,PIA,ISB,PEW,2025-10-27 18:07,Evening,2025-10-27 22:56,Night,1h 30m,477,Boeing 737,54455,5,Cancelled,240
FL234,AirSial,LYP,ISB,2025-10-04 12:35,Afternoon,2025-10-04 15:31,Afternoon,2h 29m,533,Airbus A321,26291,0,Cancelled,280
PI227,SereneAir,ISB,LYP,2025-10-23 13:30,Afternoon,2025-10-23 16:20,Afternoon,1h 49m,1461,Airbus A321,24394,0,Delayed,244
AI150,PIA,PEW,KHI,2025-10-21 08:59,Morning,2025-10-21 12:50,Afternoon,4h 1m,880,Boeing 737,21904,15,On-Time,240
AI674,FlyJinnah,SKZ,LHE,2025-10-29 19:04,Evening,2025-10-29 23:53,Night,3h 36m,351,Boeing 737,25219,60,Delayed,257
FL790,PIA,SKZ,LHE,2025-10-21 14:19,Afternoon,2025-10-21 18:44,Evening,1h 8m,1327,Boeing 737,35466,30,Delayed,240
PI188,AirSial,SKZ,LHE,2025-10-03 13:57,Afternoon,2025-10-03 17:36,Evening,2h 36m,877,Airbus A320,50961,120,On-Time,280
PI934,SereneAir,LHE,UET,2025-10-15 20:06,Evening,2025-10-15 21:40,Night,3h 11m,889,Boeing 737,25765,0,Cancelled,244
AI715,FlyJinnah,KHI,UET,2025-10-13 18:07,Evening,2025-10-13 22:28,Night,2h 15m,601,Airbus A320,46776,0,Cancelled,257
AI505,FlyJinnah,LYP,MUX,2025-10-23 20:01,Evening,2025-10-23 22:10,Night,2h 12m,1287,Boeing 737,22540,15,On-Time,257
AI993,AirBlue,KHI,ISB,2025-10-09 22:30,Night,2025-10-10 01:34,Night,3h 48m,1421,Airbus A321,26576,30,Cancelled,290
AI388,AirBlue,ISB,UET,2025-10-26 21:21,Night,2025-10-26 22:49,Night,2h 36m,1291,ATR 72,43066,30,Delayed,290
PI647,AirBlue,UET,LHE,2025-10-02 16:17,Afternoon,2025-10-02 19:13,Evening,2h 13m,503,Airbus A320,31753,5,Cancelled,290
AI832,PIA,KHI,SKZ,2025-10-13 03:50,Night,2025-10-13 06:00,Morning,4h 13m,1119,ATR 72,53732,120,On-Time,240
FL681,AirSial,LYP,PEW,2025-10-19 23:11,Night,2025-10-20 00:24,Night,4h 20m,958,Airbus A321,19818,120,On-Time,280
FL216,AirSial,MUX,ISB,2025-10-09 10:40,Morning,2025-10-09 14:05,Afternoon,2h 20m,702,ATR 72,15030,15,On-Time,280
PI370,PIA,ISB,KHI,2025-10-03 06:01,Morning,2025-10-03 09:03,Morning,2h 10m,1292,Airbus A320,18681,120,Delayed,240
FL369,AirSial,LYP,SKZ,2025-10-13 14:48,Afternoon,2025-10-13 16:41,Afternoon,4h 13m,609,Airbus A321,49845,30,Cancelled,280
AI665,PIA,SKZ,LHE,2025-10-07 04:21,Night,2025-10-07 05:43,Morning,3h 45m,589,ATR 72,31021,0,On-Time,240
AI505,SereneAir,LYP,MUX,2025-10-09 12:10,Afternoon,2025-10-09 16:00,Afternoon,2h 56m,885,Boeing 737,29484,30,Cancelled,244
FL992,FlyJinnah,ISB,SKZ,2025-10-17 02:11,Night,2025-10-17 06:32,Morning,1h 2m,1418,Airbus A320,48152,60,Cancelled,257
AI820,AirSial,SKZ,LYP,2025-10-13 10:45,Morning,2025-10-13 13:50,Afternoon,1h 12m,440,ATR 72,39238,120,On-Time,280
AI850,SereneAir,PEW,LYP,2025-10-30 15:25,Afternoon,2025-10-30 20:12,Evening,2h 25m,1445,Airbus A320,45140,60,Cancelled,244
SE837,AirBlue,LHE,MUX,2025-10-20 23:24,Night,2025-10-21 02:02,Night,3h 14m,1232,ATR 72,32413,120,Cancelled,290
AI708,AirSial,KHI,PEW,2025-10-20 06:34,Morning,2025-10-20 11:28,Morning,4h 42m,1476,Airbus A321,21858,30,On-Time,280
AI916,AirSial,LYP,UET,2025-10-23 05:04,Morning,2025-10-23 09:03,Morning,4h 3m,1441,Boeing 737,25557,15,Cancelled,280
AI851,AirSial,LYP,SKZ,2025-10-04 02:02,Night,2025-10-04 05:25,Morning,4h 40m,1037,ATR 72,19180,60,On-Time,280
AI835,AirBlue,MUX,SKZ,2025-10-14 04:34,Night,2025-10-14 08:09,Morning,2h 40m,914,ATR 72,12232,30,On-Time,290
AI855,AirSial,KHI,MUX,2025-10-01 18:32,Evening,2025-10-01 22:28,Night,3h 57m,1485,ATR 72,47327,5,On-Time,280
AI621,AirSial,KHI,ISB,2025-10-02 04:31,Night,2025-10-02 07:13,Morning,4h 46m,700,Boeing 737,22278,60,Delayed,280
AI320,PIA,UET,KHI,2025-10-08 12:29,Afternoon,2025-10-08 13:54,Afternoon,4h 24m,1449,Airbus A320,48413,30,Cancelled,240
AI130,AirBlue,ISB,KHI,2025-10-20 01:47,Night,2025-10-20 04:29,Night,1h 51m,1212,Boeing 737,54181,15,Delayed,290
SE223,AirBlue,MUX,PEW,2025-10-22 05:16,Morning,2025-10-22 09:08,Morning,2h 57m,889,Boeing 737,44528,30,On-Time,290
AI467,AirBlue,KHI,LHE,2025-10-29 07:27,Morning,2025-10-29 09:34,Morning,3h 50m,1488,Airbus A320,12756,0,Cancelled,290
AI100,FlyJinnah,KHI,LYP,2025-10-21 18:56,Evening,2025-10-21 21:04,Night,1h 56m,944,Boeing 737,22002,5,Delayed,257
AI634,FlyJinnah,PEW,LYP,2025-10-03 09:57,Morning,2025-10-03 14:03,Afternoon,4h 32m,885,Boeing 737,20772,30,On-Time,257
AI632,PIA,LHE,SKZ,2025-10-05 05:30,Morning,2025-10-05 07:00,Morning,3h 5m,873,Boeing 737,23826,0,On-Time,240
AI933,FlyJinnah,SKZ,KHI,2025-10-20 02:02,Night,2025-10-20 05:12,Morning,2h 27m,948,ATR 72,45548,0,On-Time,257
FL899,SereneAir,ISB,LHE,2025-10-06 18:06,Evening,2025-10-06 19:29,Evening,2h 6m,1183,Airbus A321,41761,5,Delayed,244
FL597,AirBlue,ISB,SKZ,2025-10-26 01:13,Night,2025-10-26 03:45,Night,1h 15m,308,Airbus A320,45988,120,Delayed,290
FL128,AirSial,LYP,SKZ,2025-10-20 01:13,Night,2025-10-20 02:29,Night,3h 34m,383,ATR 72,28153,15,Delayed,280
AI963,PIA,PEW,KHI,2025-10-09 21:30,Night,2025-10-10 00:12,Night,1h 24m,1364,Boeing 737,12336,5,On-Time,240
AI903,PIA,LYP,ISB,2025-10-30 21:12,Night,2025-10-31 00:30,Night,3h 2m,1306,Airbus A320,47557,5,Delayed,240
FL756,AirSial,UET,PEW,2025-10-26 19:37,Evening,2025-10-26 23:35,Night,2h 59m,1140,Airbus A321,49287,5,Delayed,280
AI197,AirSial,LYP,SKZ,2025-10-02 06:00,Morning,2025-10-02 08:53,Morning,3h 48m,577,Airbus A320,35520,120,Delayed,280
AI519,SereneAir,UET,KHI,2025-10-16 23:40,Night,2025-10-17 01:48,Night,3h 45m,617,ATR 72,19873,5,Cancelled,244
PI519,SereneAir,LHE,KHI,2025-10-17 08:01,Morning,2025-10-17 10:20,Morning,3h 23m,880,ATR 72,28079,60,On-Time,244
PI332,PIA,PEW,MUX,2025-10-14 01:26,Night,2025-10-14 02:51,Night,3h 59m,1140,Airbus A320,23848,60,On-Time,240
AI323,FlyJinnah,SKZ,LHE,2025-10-13 13:13,Afternoon,2025-10-13 15:14,Afternoon,3h 25m,835,Boeing 737,26922,5,Delayed,257
AI883,SereneAir,UET,MUX,2025-10-21 18:11,Evening,2025-10-21 20:13,Evening,2h 45m,1478,Boeing 737,51688,5,Delayed,244
SE134,PIA,LHE,ISB,2025-10-10 12:52,Afternoon,2025-10-10 16:55,Afternoon,1h 48m,1314,ATR 72,54947,5,Cancelled,240
FL623,AirBlue,PEW,LYP,2025-10-03 09:49,Morning,2025-10-03 14:00,Afternoon,2h 34m,553,ATR 72,54149,5,On-Time,290
FL100,SereneAir,SKZ,UET,2025-10-04 11:58,Morning,2025-10-04 13:56,Afternoon,2h 58m,1352,ATR 72,36084,5,Cancelled,244
AI565,PIA,UET,ISB,2025-10-17 03:41,Night,2025-10-17 05:08,Morning,2h 31m,1063,Airbus A320,50785,0,On-Time,240
PI894,AirBlue,SKZ,KHI,2025-10-01 03:48,Night,2025-10-01 08:17,Morning,3h 41m,1285,Boeing 737,50750,0,On-Time,290
AI352,AirSial,UET,MUX,2025-10-22 22:50,Night,2025-10-23 02:22,Night,4h 20m,597,Boeing 737,30872,5,Delayed,280
PI121,FlyJinnah,SKZ,LYP,2025-10-30 12:57,Afternoon,2025-10-30 17:43,Evening,2h 22m,1100,Airbus A321,13617,15,On-Time,257
AI904,SereneAir,UET,KHI,2025-10-29 17:41,Evening,2025-10-29 20:07,Evening,4h 53m,606,ATR 72,42472,30,On-Time,244
FL825,AirSial,LHE,PEW,2025-10-09 17:29,Evening,2025-10-09 19:57,Evening,1h 3m,658,Boeing 737,41941,30,Cancelled,280
PI547,FlyJinnah,ISB,SKZ,2025-10-03 06:36,Morning,2025-10-03 10:08,Morning,1h 27m,605,Airbus A320,16081,120,Cancelled,257
PI769,AirBlue,UET,LHE,2025-10-25 20:25,Evening,2025-10-25 23:40,Night,3h 23m,1427,ATR 72,38390,15,Cancelled,290
SE236,AirSial,LYP,PEW,2025-10-27 09:40,Morning,2025-10-27 13:19,Afternoon,3h 27m,959,ATR 72,33877,30,Cancelled,280
PI175,AirBlue,UET,MUX,2025-10-22 15:52,Afternoon,2025-10-22 18:39,Evening,1h 25m,1211,Airbus A320,33183,5,Delayed,290
AI115,PIA,MUX,SKZ,2025-10-28 09:57,Morning,2025-10-28 12:24,Afternoon,1h 5m,915,Airbus A321,27440,5,On-Time,240
FL875,FlyJinnah,SKZ,LHE,2025-10-08 19:36,Evening,2025-10-08 20:52,Evening,4h 47m,1079,Airbus A321,38395,15,On-Time,257
SE284,PIA,PEW,MUX,2025-10-10 16:11,Afternoon,2025-10-10 19:53,Evening,3h 2m,952,ATR 72,14778,0,On-Time,240
SE195,AirSial,LHE,ISB,2025-10-29 23:44,Night,2025-10-30 03:53,Night,2h 20m,1374,Boeing 737,52365,30,Cancelled,280
PI887,FlyJinnah,KHI,LHE,2025-10-07 16:22,Afternoon,2025-10-07 20:29,Evening,2h 14m,1265,Airbus A321,42145,30,On-Time,257
FL650,AirBlue,SKZ,UET,2025-10-11 22:14,Night,2025-10-12 00:14,Night,2h 44m,933,Airbus A321,44370,60,Cancelled,290
AI593,PIA,PEW,KHI,2025-10-24 02:58,Night,2025-10-24 06:00,Morning,4h 6m,718,Airbus A321,24682,5,Delayed,240
FL939,PIA,PEW,LYP,2025-10-10 05:07,Morning,2025-10-10 07:17,Morning,1h 47m,1299,ATR 72,42537,5,Cancelled,240
PI740,AirSial,UET,SKZ,2025-10-23 16:49,Afternoon,2025-10-23 17:59,Evening,4h 38m,608,Airbus A320,18792,120,On-Time,280
PI139,SereneAir,ISB,SKZ,2025-10-29 00:10,Night,2025-10-29 04:25,Night,4h 27m,1301,ATR 72,53382,0,On-Time,244
PI560,SereneAir,LYP,PEW,2025-10-27 09:47,Morning,2025-10-27 11:06,Morning,1h 13m,315,Boeing 737,44383,30,Cancelled,244
SE657,FlyJinnah,PEW,MUX,2025-10-06 02:24,Night,2025-10-06 06:11,Morning,1h 13m,1281,ATR 72,49403,0,On-Time,257
PI958,AirBlue,KHI,LYP,2025-10-15 15:46,Afternoon,2025-10-15 18:25,Evening,1h 49m,1346,Airbus A321,22094,0,On-Time,290
SE819,AirSial,ISB,LHE,2025-10-14 06:38,Morning,2025-10-14 08:24,Morning,1h 20m,539,Boeing 737,50840,0,On-Time,280
PI730,PIA,LYP,PEW,2025-10-07 23:19,Night,2025-10-08 00:58,Night,3h 27m,1426,ATR 72,48423,120,On-Time,240
AI515,AirSial,PEW,MUX,2025-10-28 10:33,Morning,2025-10-28 14:43,Afternoon,4h 55m,1362,Boeing 737,10520,0,On-Time,280
FL104,PIA,MUX,UET,2025-10-22 15:38,Afternoon,2025-10-22 18:16,Evening,4h 38m,1356,Airbus A320,46125,0,Cancelled,240
FL383,SereneAir,KHI,UET,2025-10-05 08:51,Morning,2025-10-05 11:20,Morning,2h 59m,526,ATR 72,27324,30,Delayed,244
AI323,SereneAir,MUX,UET,2025-10-21 11:20,Morning,2025-10-21 14:55,Afternoon,3h 0m,1274,ATR 72,51221,60,Delayed,244
SE103,SereneAir,PEW,SKZ,2025-10-28 02:48,Night,2025-10-28 06:29,Morning,2h 26m,312,ATR 72,22807,5,Delayed,244
AI138,AirBlue,SKZ,KHI,2025-10-20 08:41,Morning,2025-10-20 10:09,Morning,3h 58m,990,Airbus A321,28243,60,On-Time,290
FL848,AirBlue,PEW,ISB,2025-10-25 15:30,Afternoon,2025-10-25 16:58,Afternoon,2h 27m,695,Airbus A321,41109,120,On-Time,290
PI659,FlyJinnah,PEW,LYP,2025-10-01 19:25,Evening,2025-10-01 23:25,Night,3h 48m,314,Airbus A320,13087,120,Cancelled,257
PI855,AirSial,UET,LYP,2025-10-28 06:57,Morning,2025-10-28 10:06,Morning,2h 49m,630,Airbus A321,46737,30,On-Time,280
FL723,AirBlue,PEW,ISB,2025-10-22 21:43,Night,2025-10-23 02:31,Night,2h 31m,1468,Boeing 737,47740,120,On-Time,290
PI783,PIA,KHI,ISB,2025-10-15 21:48,Night,2025-10-16 02:26,Night,2h 15m,1245,Airbus A320,35068,120,Cancelled,240
AI394,PIA,ISB,PEW,2025-10-14 13:27,Afternoon,2025-10-14 14:30,Afternoon,4h 39m,1127,Airbus A320,18813,60,On-Time,240
AI316,AirBlue,LYP,MUX,2025-10-23 12:46,Afternoon,2025-10-23 15:47,Afternoon,3h 30m,457,Airbus A321,43501,0,On-Time,290
FL293,AirBlue,PEW,UET,2025-10-24 08:12,Morning,2025-10-24 11:47,Morning,4h 48m,493,Airbus A320,34701,0,On-Time,290
AI290,AirSial,ISB,MUX,2025-10-13 00:58,Night,2025-10-13 03:09,Night,3h 19m,1104,Boeing 737,30589,30,Cancelled,280
AI728,AirSial,MUX,LYP,2025-10-06 01:27,Night,2025-10-06 05:24,Morning,3h 8m,435,Airbus A320,44715,5,Cancelled,280
PI473,AirSial,MUX,LHE,2025-10-28 13:03,Afternoon,2025-10-28 17:25,Evening,4h 26m,385,Boeing 737,42469,60,Cancelled,280
PI253,AirBlue,LHE,UET,2025-10-28 04:49,Night,2025-10-28 08:17,Morning,3h 29m,712,ATR 72,54480,120,Cancelled,290
FL928,FlyJinnah,ISB,LYP,2025-10-05 04:12,Night,2025-10-05 06:03,Morning,2h 40m,1275,Boeing 737,50746,30,On-Time,257
AI730,FlyJinnah,LYP,ISB,2025-10-05 21:05,Night,2025-10-05 23:01,Night,2h 40m,1424,Airbus A320,44088,0,Cancelled,257
SE388,AirSial,KHI,LHE,2025-10-07 19:58,Evening,2025-10-07 22:20,Night,1h 4m,984,Airbus A321,40669,120,On-Time,280
AI421,SereneAir,LYP,ISB,2025-10-24 17:28,Evening,2025-10-24 18:42,Evening,3h 18m,378,Airbus A321,27134,30,Delayed,244
FL867,PIA,LHE,UET,2025-10-16 14:20,Afternoon,2025-10-16 17:15,Evening,4h 14m,976,Boeing 737,42408,60,Delayed,240
AI931,AirSial,KHI,UET,2025-10-10 13:50,Afternoon,2025-10-10 16:40,Afternoon,2h 58m,743,Airbus A321,27538,60,Delayed,280
AI765,AirBlue,PEW,KHI,2025-10-06 08:01,Morning,2025-10-06 12:41,Afternoon,4h 41m,549,ATR 72,20757,30,On-Time,290
PI600,AirSial,MUX,SKZ,2025-10-18 13:23,Afternoon,2025-10-18 16:22,Afternoon,3h 3m,849,Boeing 737,46822,0,On-Time,280
FL863,AirBlue,ISB,MUX,2025-10-26 06:04,Morning,2025-10-26 09:38,Morning,3h 50m,371,Boeing 737,10137,0,Cancelled,290
AI671,FlyJinnah,SKZ,LHE,2025-10-29 00:15,Night,2025-10-29 03:15,Night,3h 2m,1312,ATR 72,44139,15,Cancelled,257
SE459,AirSial,MUX,PEW,2025-10-20 05:06,Morning,2025-10-20 09:40,Morning,3h 59m,899,ATR 72,22583,0,Cancelled,280
AI330,FlyJinnah,LYP,ISB,2025-10-17 02:10,Night,2025-10-17 04:48,Night,1h 56m,1425,Airbus A320,43475,120,On-Time,257
FL581,AirBlue,LYP,UET,2025-10-22 03:05,Night,2025-10-22 04:24,Night,1h 15m,789,Airbus A320,41892,120,Cancelled,290
AI192,AirBlue,SKZ,LHE,2025-10-14 07:15,Morning,2025-10-14 12:03,Afternoon,2h 14m,664,ATR 72,31088,5,On-Time,290
SE201,AirBlue,KHI,PEW,2025-10-05 12:49,Afternoon,2025-10-05 15:06,Afternoon,4h 14m,1063,ATR 72,53020,30,Cancelled,290
SE470,AirBlue,ISB,UET,2025-10-22 03:52,Night,2025-10-22 04:52,Night,1h 48m,1492,Airbus A320,35042,15,Delayed,290
